experiment_id,model_name,compression_method,budget_label,calibration_replicate,seed,sparsity,quantisation_bits,status,git_commit,model_revision,method_version,host,perplexity,perplexity_retention,total_nll,total_tokens,num_sequences,sequence_length,evaluation_device,eval_split,dataset_fingerprint,calibration_fingerprint,measured_sparsity,targeted_parameters
pythia-410m_pruning_moderate_s30_b32_rep4,pythia-410m,pruning,moderate,4,1234,0.3,32,success,e85aa3325423e50d9d1cdc35512730a77961719d,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.064095435265255,75.97990161629659,872409.5537109375,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_pruning_moderate_s30_b32_rep5,pythia-410m,pruning,moderate,5,1234,0.3,32,success,e85aa3325423e50d9d1cdc35512730a77961719d,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.070042126717816,75.9638051306031,872464.9868164062,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_pruning_moderate_s30_b32_rep6,pythia-410m,pruning,moderate,6,1234,0.3,32,success,e85aa3325423e50d9d1cdc35512730a77961719d,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.04877081080247,76.02141371915639,872266.6484375,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_pruning_moderate_s30_b32_rep7,pythia-410m,pruning,moderate,7,1234,0.3,32,success,e85aa3325423e50d9d1cdc35512730a77961719d,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.095586043171956,75.89474043521598,872702.9653320312,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_quantisation_aggressive_s00_b4_rep0,pythia-410m,quantisation,aggressive,0,1234,0.0,4,success,41053eb2d5e9443e798c3337354ed3402c0e9cea,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",33.49459014326435,63.661242039428636,918690.40234375,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_quantisation_aggressive_s00_b4_rep1,pythia-410m,quantisation,aggressive,1,1234,0.0,4,success,41053eb2d5e9443e798c3337354ed3402c0e9cea,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",33.02775499533418,64.56107023995554,915018.2221679688,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_quantisation_aggressive_s00_b4_rep2,pythia-410m,quantisation,aggressive,2,1234,0.0,4,success,41053eb2d5e9443e798c3337354ed3402c0e9cea,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",32.95660879067836,64.7004436550197,914454.0239257812,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_quantisation_aggressive_s00_b4_rep3,pythia-410m,quantisation,aggressive,3,1234,0.0,4,success,41053eb2d5e9443e798c3337354ed3402c0e9cea,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",33.33586773604516,63.96435296076625,917447.6474609375,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_quantisation_aggressive_s00_b4_rep4,pythia-410m,quantisation,aggressive,4,1234,0.0,4,success,41053eb2d5e9443e798c3337354ed3402c0e9cea,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",33.10695735459288,64.40661965047659,915644.87890625,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_quantisation_aggressive_s00_b4_rep5,pythia-410m,quantisation,aggressive,5,1234,0.0,4,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",32.728560074486346,65.15126865553914,912637.3251953125,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_quantisation_aggressive_s00_b4_rep6,pythia-410m,quantisation,aggressive,6,1234,0.0,4,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",33.11168348524828,64.39742669900143,915682.2250976562,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_quantisation_aggressive_s00_b4_rep7,pythia-410m,quantisation,aggressive,7,1234,0.0,4,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",33.22615507636408,64.17556305329654,916585.1625976562,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_quantisation_moderate_s00_b8_rep0,pythia-410m,quantisation,moderate,0,1234,0.0,8,success,41053eb2d5e9443e798c3337354ed3402c0e9cea,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",21.35293724789122,99.8601356510049,800905.0805664062,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_quantisation_moderate_s00_b8_rep1,pythia-410m,quantisation,moderate,1,1234,0.0,8,success,41053eb2d5e9443e798c3337354ed3402c0e9cea,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",21.360225804154116,99.82606128195158,800994.3701171875,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_quantisation_moderate_s00_b8_rep2,pythia-410m,quantisation,moderate,2,1234,0.0,8,success,41053eb2d5e9443e798c3337354ed3402c0e9cea,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",21.362494486959942,99.81545982017276,801022.1567382812,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_quantisation_moderate_s00_b8_rep3,pythia-410m,quantisation,moderate,3,1234,0.0,8,success,41053eb2d5e9443e798c3337354ed3402c0e9cea,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",21.34963761929248,99.87556923190887,800864.6479492188,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_quantisation_moderate_s00_b8_rep4,pythia-410m,quantisation,moderate,4,1234,0.0,8,success,41053eb2d5e9443e798c3337354ed3402c0e9cea,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",21.360309160737636,99.8256717202017,800995.3911132812,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_quantisation_moderate_s00_b8_rep5,pythia-410m,quantisation,moderate,5,1234,0.0,8,success,41053eb2d5e9443e798c3337354ed3402c0e9cea,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",21.35696251602925,99.84131444354182,800954.396484375,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_quantisation_moderate_s00_b8_rep6,pythia-410m,quantisation,moderate,6,1234,0.0,8,success,41053eb2d5e9443e798c3337354ed3402c0e9cea,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",21.35027633811279,99.87258133588603,800872.4750976562,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_quantisation_moderate_s00_b8_rep7,pythia-410m,quantisation,moderate,7,1234,0.0,8,success,41053eb2d5e9443e798c3337354ed3402c0e9cea,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",21.348204057979572,99.88227601397666,800847.0795898438,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_sequential_aggressive_s30_b4_rep0,pythia-410m,sequential,aggressive,0,1234,0.3,4,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",37.009390979076905,57.61530124414375,944798.0717773438,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_sequential_aggressive_s30_b4_rep1,pythia-410m,sequential,aggressive,1,1234,0.3,4,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",36.9649708039215,57.68453656929717,944483.8618164062,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_sequential_aggressive_s30_b4_rep2,pythia-410m,sequential,aggressive,2,1234,0.3,4,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",37.05509008764672,57.54424574540901,945120.9350585938,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_sequential_aggressive_s30_b4_rep3,pythia-410m,sequential,aggressive,3,1234,0.3,4,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",37.191284228598114,57.333519246484684,946080.7875976562,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_sequential_aggressive_s30_b4_rep4,pythia-410m,sequential,aggressive,4,1234,0.3,4,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",37.40514211103769,57.0057240737658,947580.9189453125,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_sequential_aggressive_s30_b4_rep5,pythia-410m,sequential,aggressive,5,1234,0.3,4,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",36.75810226774005,58.00917562583707,943015.5678710938,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_sequential_aggressive_s30_b4_rep6,pythia-410m,sequential,aggressive,6,1234,0.3,4,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",37.24360401394278,57.25297716417419,946448.5864257812,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_sequential_aggressive_s30_b4_rep7,pythia-410m,sequential,aggressive,7,1234,0.3,4,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",36.73849171711837,58.04014020336767,942875.94921875,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_sequential_aggressive_s30_b4_seed1234,pythia-410m,sequential,aggressive,,1234,0.3,4,success,8296cef13af3c962d32acb87f7cd888b3e508984,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",37.851061638255764,58.560736980611836,915402.2833251953,251923,493,512,cpu,validation,da4b790a50b187c5,,,301989888
pythia-410m_sequential_moderate_s30_b8_rep0,pythia-410m,sequential,moderate,0,1234,0.3,8,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.037845105821408,76.05103751996576,872164.7163085938,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_sequential_moderate_s30_b8_rep1,pythia-410m,sequential,moderate,1,1234,0.3,8,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",27.994330540153218,76.16925173700338,871758.349609375,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_sequential_moderate_s30_b8_rep2,pythia-410m,sequential,moderate,2,1234,0.3,8,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.018640858800214,76.10316363550832,871985.4526367188,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_sequential_moderate_s30_b8_rep3,pythia-410m,sequential,moderate,3,1234,0.3,8,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.029224917780656,76.0744264736753,872084.265625,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_sequential_moderate_s30_b8_rep4,pythia-410m,sequential,moderate,4,1234,0.3,8,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.086410504839776,75.9195344579322,872617.5068359375,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_sequential_moderate_s30_b8_rep5,pythia-410m,sequential,moderate,5,1234,0.3,8,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.067513999004277,75.97064742525676,872441.421875,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_sequential_moderate_s30_b8_rep6,pythia-410m,sequential,moderate,6,1234,0.3,8,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.03502923048363,76.05867618654977,872138.4389648438,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_sequential_moderate_s30_b8_rep7,pythia-410m,sequential,moderate,7,1234,0.3,8,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.17226717714744,75.6881651275649,873416.0634765625,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_sequential_moderate_s30_b8_seed1234,pythia-410m,sequential,moderate,,1234,0.3,8,success,9f536aae468f3c5243d3532aa8b20093e4342331-dirty,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",29.101846081382067,76.16651049683357,849182.4543457031,251923,493,512,cpu,validation,da4b790a50b187c5,,,301989888
pythia-410m_sequential_qp_aggressive_s30_b4_seed1234,pythia-410m,sequential_qp,aggressive,,1234,0.3,4,success,8296cef13af3c962d32acb87f7cd888b3e508984,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",42.8429328148835,51.73749599758463,946610.9265136719,251923,493,512,cpu,validation,da4b790a50b187c5,,,301989888
pythia-410m_sequential_qp_moderate_s30_b8_seed1234,pythia-410m,sequential_qp,moderate,,1234,0.3,8,success,8296cef13af3c962d32acb87f7cd888b3e508984,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",29.11722222431524,76.12628869466104,849315.5242919922,251923,493,512,cpu,validation,da4b790a50b187c5,,,301989888
pythia-410m_sequential_s6_40_w8_s40_b8_rep0,pythia-410m,sequential,s6_40_w8,0,1234,0.4,8,success,b9ff0a57ae6c71d23b0e38cd71666ad5f88b65d0-dirty,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",38.947427128762214,56.91225838120623,922595.6136474609,251923,493,512,cpu,validation,da4b790a50b187c5,,,301989888
pythia-410m_sequential_s6_40_w8_s40_b8_rep1,pythia-410m,sequential,s6_40_w8,1,1234,0.4,8,success,b9ff0a57ae6c71d23b0e38cd71666ad5f88b65d0-dirty,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",39.073997987082706,56.72790475057319,923412.982421875,251923,493,512,cpu,validation,da4b790a50b187c5,,,301989888
pythia-410m_sequential_s6_40_w8_s40_b8_rep2,pythia-410m,sequential,s6_40_w8,2,1234,0.4,8,success,b9ff0a57ae6c71d23b0e38cd71666ad5f88b65d0-dirty,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",39.084348067383154,56.71288241046834,923479.7039794922,251923,493,512,cpu,validation,da4b790a50b187c5,,,301989888
